"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","hashtag"
"RT @sahouraxo: Your daily reminder that Joe Biden is imprisoning and torturing journalist Julian Assange because he dared reveal evidence o…",FALSE,0,NA,2021-06-08 16:54:21,FALSE,NA,"1402308024690262018",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AlirezaMortaz19",734,TRUE,FALSE,NA,NA,"biden"
"RT @ZoeTillman: This is Biden's first judicial nominee to be confirmed by the Senate. 17 nominees now pending for 113* vacancies, per feder…",FALSE,0,NA,2021-06-08 16:54:21,FALSE,NA,"1402308023926890500",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChuckRhodes15",35,TRUE,FALSE,NA,NA,"biden"
"RT @Amy_Siskind: I feel like I'm saying this a lot - but what the h*ll is Garland doing?!!!! https://t.co/emtUM88AQB",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308022534230016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spmcclintock",1245,TRUE,FALSE,NA,NA,"biden"
"RT @voadeewa: The U.S. military estimates that it has completed more than half of its pullout from Afghanistan, a pace that appears far ahe…",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308022228107272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HaroonR85633413",1,TRUE,FALSE,NA,NA,"biden"
"DoJ is another weak Biden choice.

Biden likes wishy washy.

This has been a big disappointment. https://t.co/a0w0TirBvP",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308021716492294",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NorthBelle4",0,FALSE,FALSE,NA,NA,"biden"
"RT @mahmutovur: Gelecek Partisi Genel Başkanı Ahmet Davutoğlu, Afyonkarahisar’ın küçük bir beldesindeki seçimle ilgili iddialı bir çıkış ya…",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308021661933568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mstkopuz",58,TRUE,FALSE,NA,NA,"biden"
"RT @POTUS: Tomorrow, I depart for Europe on the first foreign travel of my presidency. The trip is about realizing America’s renewed commit…",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308021594767365",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChocoNCAmy",970,TRUE,FALSE,NA,NA,"biden"
"RT @tokitaeII: Now that we have a recorded phone call of Trump's personal lawyer Rudy Giuliani coercing a Ukrainian official to dig up dirt…",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308021536145411",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angela_dummett",121,TRUE,FALSE,NA,NA,"biden"
"Bipartisan Joe is opposing a big part of Biden Agenda and please believe Bipartisan Joe will be the reason the Demo… https://t.co/LrvTHSI3uH",FALSE,0,NA,2021-06-08 16:54:20,TRUE,NA,"1402308021510889473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kson112",0,FALSE,FALSE,NA,NA,"biden"
"RT @polialertcom: The Koch network has been actively pressuring Democratic Sen. Joe Manchin to oppose key legislative items linked to Biden…",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308020759982080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fuun57",92,TRUE,FALSE,NA,NA,"biden"
"https://t.co/vCSW8DgC3F Biden giving America away. https://t.co/TXtP6JdFMa",FALSE,0,NA,2021-06-08 16:54:20,FALSE,NA,"1402308019166265344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Brightside172",0,FALSE,FALSE,NA,NA,"biden"
"RT @_dotgov: .@sunrisemvmt directors terminated me after I sent this letter to our members. https://t.co/Xx6dBCjOcX

As a national leader,…",FALSE,0,NA,2021-06-08 16:54:19,FALSE,NA,"1402308018507763712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArchIsDead",107,TRUE,FALSE,NA,NA,"biden"
"@Davis_J89 @skye_daddy Fuck Biden, Im not a Biden supporter.",FALSE,0,"Davis_J89",2021-06-08 16:54:18,FALSE,"1402282047956086793","1402308013202026497","1274381266562035719","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CleverMonsterCT",0,FALSE,FALSE,NA,NA,"biden"
"RT @mail_american: Why is it Biden can acknowledge George Floyd Day, but not D-Day?",FALSE,0,NA,2021-06-08 16:54:18,FALSE,NA,"1402308013176737807",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naeilfang",2627,TRUE,FALSE,NA,NA,"biden"
"RT @CNNPolitics: Democrats confront the reality of a narrowly split Congress as President Biden's agenda faces major obstacles https://t.co…",FALSE,0,NA,2021-06-08 16:54:18,FALSE,NA,"1402308012619014147",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","filipin80673772",9,TRUE,FALSE,NA,NA,"biden"
"RT @PamKeithFL: 79% of WV supports the For the People Act.

80% support Biden’s Infrastructure and jobs plans.

So.... who is Manchin “repr…",FALSE,0,NA,2021-06-08 16:54:18,FALSE,NA,"1402308011742449669",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","supermexican",538,TRUE,FALSE,NA,NA,"biden"
"RT @campbell_elroy: @CNNPolitics @IAmSophiaNelson Here we go again, Round 2! The press is bored and looking for a gotcha moment. Until the…",FALSE,0,NA,2021-06-08 16:54:18,FALSE,NA,"1402308011599728650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sexygirl798",7,TRUE,FALSE,NA,NA,"biden"
"RT @jennobenno: Sure doesn’t feel like the DOJ is representing the interests of the American people in this one.

But it does seem like it…",FALSE,0,NA,2021-06-08 16:54:18,FALSE,NA,"1402308011301900288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dhershiser",24,TRUE,FALSE,NA,NA,"biden"
"RT @AdamaEsq: If you care about voting rights, you care about judges.

Senator Schumer is leading the way—recommending two leading voting r…",FALSE,0,NA,2021-06-08 16:54:18,FALSE,NA,"1402308010945482757",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdamaEsq",83,TRUE,FALSE,NA,NA,"biden"
"@GeogCynthia @ItsHellahothere @PalmerReport Biden and the Democrats have done more in 100 days than any administrat… https://t.co/6G5Yn0omQu",FALSE,0,"GeogCynthia",2021-06-08 16:54:18,TRUE,"1402306850658324496","1402308010878201856","800044149026103296","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarkDistance",0,FALSE,FALSE,NA,NA,"biden"
"RT @BonginoReport: Record 9.3 Million Job Openings Unfilled as Biden Labor Shortage Continues
https://t.co/znWE9SQQKW",FALSE,0,NA,2021-06-08 16:54:17,FALSE,NA,"1402308010014351373",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kevincrull",82,TRUE,FALSE,NA,NA,"biden"
"RT @POTUS: Tomorrow, I depart for Europe on the first foreign travel of my presidency. The trip is about realizing America’s renewed commit…",FALSE,0,NA,2021-06-08 16:54:17,FALSE,NA,"1402308009079025670",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","xyxxx17",970,TRUE,FALSE,NA,NA,"biden"
"RT @StephenGutowski: Biden Admin’s Proposed Gun Rule Would Turn Millions Into Felons https://t.co/wWNGWM4xa1",FALSE,0,NA,2021-06-08 16:54:17,FALSE,NA,"1402308008755924994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrTholian",144,TRUE,FALSE,NA,NA,"biden"
"Just a reminder that Kamala Harris said she thinks Joe Biden is a sex offender. So either:
-she’s willing to be Vic… https://t.co/kQgTI4T0r3",FALSE,0,NA,2021-06-08 16:54:17,TRUE,NA,"1402308007913050117",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrumpBorisPoli1",0,FALSE,FALSE,NA,NA,"biden"
"RT @SenWarren: Canceling $50,000 in student loan debt would be one of the most effective executive actions that President Biden could take…",FALSE,0,NA,2021-06-08 16:54:17,FALSE,NA,"1402308007552327685",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JustbeReal7",1010,TRUE,FALSE,NA,NA,"biden"
"RT @SenTedCruz: Joe Biden is responsible for this border crisis.

Even the President of Guatemala agrees.

#BidenBorderCrisis https://t.co/…",FALSE,0,NA,2021-06-08 16:54:17,FALSE,NA,"1402308006684020740",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gianna5510",1242,TRUE,FALSE,NA,NA,"biden"
"RT @DonaldJTrumpJr: Joe Biden’s greatest accomplishment will be showing Americans how Great Donald Trump really was!",FALSE,0,NA,2021-06-08 16:54:16,FALSE,NA,"1402308006210117640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ibraahim_carab",14981,TRUE,FALSE,NA,NA,"biden"
"RT @kerpen: IRS illegally leaking confidential taxpayer information to a liberal nonprofit in an attempt to build support for Biden tax hik…",FALSE,0,NA,2021-06-08 16:54:16,FALSE,NA,"1402308005912145920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JackDun84787289",557,TRUE,FALSE,NA,NA,"biden"
"RT @MoveOn: WATCH: Leaders from President Biden's Jobs Cabinet sit down for a Jobs We Need event with American workers to discuss how we ca…",FALSE,0,NA,2021-06-08 16:54:16,FALSE,NA,"1402308005832675333",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JesseCharlesLee",23,TRUE,FALSE,NA,NA,"biden"
"RT @SenSchumer: The Senate today will achieve an important milestone:

We will confirm the first of many judicial appointments during The B…",FALSE,0,NA,2021-06-08 16:54:16,FALSE,NA,"1402308005316726784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WeikTracey",497,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: Leader Schumer is recommending President Biden nominate two prominent voting rights attorneys to serve as judges on the 2…",FALSE,0,NA,2021-06-08 16:54:15,FALSE,NA,"1402308000556228609",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gaerbo",225,TRUE,FALSE,NA,NA,"biden"
"RT @johncardillo: If they can get you to focus on a harmless phone call @RudyGiuliani made to Ukraine two years ago, they can take your foc…",FALSE,0,NA,2021-06-08 16:54:15,FALSE,NA,"1402308000442945536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","billkron",285,TRUE,FALSE,NA,NA,"biden"
"@bdriver747 @emperoreagan @TheBushCenter @GWBLibrary @laurawbush @MELANIATRUMP biden is not going to take your guns… https://t.co/lzitIIoZ1I",FALSE,0,"bdriver747",2021-06-08 16:54:15,TRUE,"1402307603066081284","1402308000413487112","2934381411","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","delilahnoel1989",0,FALSE,FALSE,NA,NA,"biden"
"RT @davidsirota: Obama pledged to let bankruptcy judges force banks to take losses &amp; reduce home loans. 

He abandoned his promise &amp; now ne…",FALSE,0,NA,2021-06-08 16:54:15,FALSE,NA,"1402308000321245189",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marshall5912",87,TRUE,FALSE,NA,NA,"biden"
"RT @PalmerReport: You’ve got to love how Biden is publicly buddying up to the President of Ukraine ahead of the Putin summit. Biden is send…",FALSE,0,NA,2021-06-08 16:54:15,FALSE,NA,"1402307999314501632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Helen504",117,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:54:14,FALSE,NA,"1402307997783707648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","liberalgirl3",139,TRUE,FALSE,NA,NA,"biden"
"RT @SenHawleyPress: The Senate recently passed Sen. Hawley bill that would require the Biden administration declassify intelligence related…",FALSE,0,NA,2021-06-08 16:54:14,FALSE,NA,"1402307997402030082",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PdBallerina",2,TRUE,FALSE,NA,NA,"biden"
"RT @heatherjones333: Exclusive - Caught on Tape: Democrat Lawmaker Admits Biden ‘Infrastructure‘ Plan Is Really About Climate Change https:…",FALSE,0,NA,2021-06-08 16:54:14,FALSE,NA,"1402307996890419200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pigletjay",4,TRUE,FALSE,NA,NA,"biden"
"RT @BreitbartNews: Far-Left Washington Post does its usual blocking and tackling for Joe and Hunter Biden! https://t.co/o09ehxoo6n",FALSE,0,NA,2021-06-08 16:54:14,FALSE,NA,"1402307996739383298",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stoneywolf",6,TRUE,FALSE,NA,NA,"biden"
"RT @jsolomonReports: Biden DOJ sides with Trump in defamation lawsuit after months of Democrat ridicule | Just The News https://t.co/3hALyl…",FALSE,0,NA,2021-06-08 16:54:14,FALSE,NA,"1402307995841744898",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RandyLatimer",176,TRUE,FALSE,NA,NA,"biden"
"RT @saisjo1_saisjo: Here it is ⁦@BaddCompani⁩ !

Rudy Giuliani: New audio of 2019 phone call reveals how he pressured Ukraine to investigat…",FALSE,0,NA,2021-06-08 16:54:14,FALSE,NA,"1402307995782971392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PeacockCloud",14,TRUE,FALSE,NA,NA,"biden"
"RT @LisaRacer2: I think that President Biden made a mistake in choosing Merrick Garland over Doug Jones as Attorney General and I think Gar…",FALSE,0,NA,2021-06-08 16:54:14,FALSE,NA,"1402307993891311619",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TriciaJJones",89,TRUE,FALSE,NA,NA,"biden"
"How does the number of broken families keep getting bigger? 

Why is no one in jail for separations? Why isn't Bide… https://t.co/zg2KCCUTRX",FALSE,0,NA,2021-06-08 16:54:13,TRUE,NA,"1402307993660710915",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","davidanaxagoras",0,FALSE,FALSE,NA,NA,"biden"
"JOIN US! 

Tomorrow at 12:00 PM EST. 

President Biden and AG Garland are poised to let a horrible Trump era policy… https://t.co/3Yqg8OhhkF",FALSE,0,NA,2021-06-08 16:54:13,TRUE,NA,"1402307992465383427",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dan_Landsman",0,FALSE,FALSE,NA,NA,"biden"
"RT @Mike_Oviedo: Piden la intervención de Biden, del rey de España, de la OEA, reciben dinero del extranjero, aplauden que analistas y peri…",FALSE,0,NA,2021-06-08 16:54:13,FALSE,NA,"1402307992301756419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gloriag66545844",2335,TRUE,FALSE,NA,NA,"biden"
"RT @RichardGrenell: The propagandists in DC are protecting the ruling party again by not highlighting what the Guatemalan President says ab…",FALSE,0,NA,2021-06-08 16:54:13,FALSE,NA,"1402307992297611273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TerryFilarecki",306,TRUE,FALSE,NA,NA,"biden"
"@JoyceWhiteVance @MalcolmNance its beginning to feel a lot like 2017,19days after New Year's Day!there seems to be… https://t.co/9Y8zBB4QPY",FALSE,0,"JoyceWhiteVance",2021-06-08 16:54:13,TRUE,"1402081224726925315","1402307992058568704","548384458","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","figmore",0,FALSE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:54:13,FALSE,NA,"1402307991387262978",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MuellerSheWrote",139,TRUE,FALSE,NA,NA,"biden"
"RT @BidenTracking: IMPORTANT: Today, has been the worst day of the Biden presidency thus far. I’m not joking. Here’s a thread of all the te…",FALSE,0,NA,2021-06-08 16:54:13,FALSE,NA,"1402307991194456065",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KaitlynKitty9",1338,TRUE,FALSE,NA,NA,"biden"
"RT @Amy_Siskind: I am just gonna say out loud what many are thinking:  WTF with our Senate majority and Garland?  Democrats better realize…",FALSE,0,NA,2021-06-08 16:54:13,FALSE,NA,"1402307990993080326",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Karnonos",6256,TRUE,FALSE,NA,NA,"biden"
"RT @newsmax: Jane Fonda on Tuesday urged President Joe Biden to stop construction of the Line 3 pipeline and all other pipelines that forme…",FALSE,0,NA,2021-06-08 16:54:13,FALSE,NA,"1402307990552723462",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","star2000dancer",28,TRUE,FALSE,NA,NA,"biden"
"@memepantazis Taxa de juros alto no Br + Biden turbinando impressoras = dolar despencando",FALSE,0,"memepantazis",2021-06-08 16:54:13,FALSE,"1402283673311924226","1402307990460502016","1291772573735362561","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JotaTheBao",0,FALSE,FALSE,NA,NA,"biden"
"its bcs biden knows absolutely nothing about the subtle affairs of europes politics he had  to sanction the pipelin… https://t.co/SmzblZGDyc",FALSE,0,NA,2021-06-08 16:54:13,TRUE,NA,"1402307990074626055",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Leila38_",0,FALSE,FALSE,NA,NA,"biden"
"Patience wears thin among congressional Democrats as Biden's momentum stalls https://t.co/eD2JMVl95H",FALSE,0,NA,2021-06-08 16:54:12,FALSE,NA,"1402307988984004611",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EvilAuntie2018",0,FALSE,FALSE,NA,NA,"biden"
"RT @POTUS: Tomorrow, I depart for Europe on the first foreign travel of my presidency. The trip is about realizing America’s renewed commit…",FALSE,0,NA,2021-06-08 16:54:12,FALSE,NA,"1402307987515969543",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hnkimma",969,TRUE,FALSE,NA,NA,"biden"
"RT @_selcukgecer: Yeni geyik : Erdoğan Biden görüşecek, herşey çözülecek. He he tabi tabi :))))",FALSE,0,NA,2021-06-08 16:54:12,FALSE,NA,"1402307986173931521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mehmet31639107",45,TRUE,FALSE,NA,NA,"biden"
"@calikidvic94 @unpopulartenet @jemelehill ""I bet your little klan heart was just breaking seeing your idol get the… https://t.co/H92VG3fXzJ",FALSE,0,"calikidvic94",2021-06-08 16:54:11,TRUE,"1402307223892627456","1402307984244490240","1353371489622388736","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","joegridingteeth",0,FALSE,FALSE,NA,NA,"biden"
"RT @POTUS: Tomorrow, I depart for Europe on the first foreign travel of my presidency. The trip is about realizing America’s renewed commit…",FALSE,0,NA,2021-06-08 16:54:11,FALSE,NA,"1402307982717820935",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iam_KamG",969,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:54:11,FALSE,NA,"1402307982478745615",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lindagrangran1A",139,TRUE,FALSE,NA,NA,"biden"
"RT @TimRunsHisMouth: Kamala Harris in interviews is nearly as incoherent as Joe Biden, but with cackling added.",FALSE,0,NA,2021-06-08 16:54:11,FALSE,NA,"1402307982021390336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mapada1",192,TRUE,FALSE,NA,NA,"biden"
"RT @APompliano: Joe Biden's technology advisor has disclosed that his largest personal investment is in bitcoin.

The next generation of en…",FALSE,0,NA,2021-06-08 16:54:11,FALSE,NA,"1402307981757267969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LukeSmi56318702",1385,TRUE,FALSE,NA,NA,"biden"
"RT @jennobenno: Did you hear the audio of Rudy Guiliani pressuring the Ukrainians to investigate Biden?

Sounds like he’s eating.

How accu…",FALSE,0,NA,2021-06-08 16:54:10,FALSE,NA,"1402307981044113415",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dhershiser",27,TRUE,FALSE,NA,NA,"biden"
"RT @RepDanBishop: So just to be clear, Vice President Harris has not been to the border.

You’d think Biden’s “Border Czar” would take this…",FALSE,0,NA,2021-06-08 16:54:10,FALSE,NA,"1402307980884852744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SundaeMonday3",306,TRUE,FALSE,NA,NA,"biden"
"Biden's ATF moves could turn millions of gun owners with a certain accessory into potential felons https://t.co/v18CsrU3ac",FALSE,0,NA,2021-06-08 16:54:10,FALSE,NA,"1402307980134129674",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CTOC1",0,FALSE,FALSE,NA,NA,"biden"
"RT @AngeloCiocca: Dopo #Biden, anche la sua vice #KamalaHarris si rende conto che l’ #immigrazione clandestina, senza adeguati controlli e…",FALSE,0,NA,2021-06-08 16:54:10,FALSE,NA,"1402307978292875273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MenegazziMarina",91,TRUE,FALSE,NA,NA,"biden"
"RT @benshapiro: No tribute from Joe Biden for the men who risked their lives on D-Day. He did, however, spend yesterday tweeting about the…",FALSE,0,NA,2021-06-08 16:54:10,FALSE,NA,"1402307977680408576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alteratyeshiva",4482,TRUE,FALSE,NA,NA,"biden"
"Such an atrocity that Obama started it and Biden continued it. https://t.co/rQtLvT80xs https://t.co/s7ybcSFiLa",FALSE,0,NA,2021-06-08 16:54:09,FALSE,NA,"1402307976766148608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nftaccf",0,FALSE,FALSE,NA,NA,"biden"
"Joe Manchin is opposing big parts of Biden's agenda as the Koch network pressures him https://t.co/iI2uSow9Qc",FALSE,0,NA,2021-06-08 16:54:09,FALSE,NA,"1402307976577404931",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JuanQAdams1",0,FALSE,FALSE,NA,NA,"biden"
"RT @EricJafMN: Nate Silver in...

2021: If you ever thought it was possible for @JoeBiden to get Joe Manchin’s vote then you’re an idiot.…",FALSE,0,NA,2021-06-08 16:54:09,FALSE,NA,"1402307976044634116",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernieBroStar",1,TRUE,FALSE,NA,NA,"biden"
"Goldman Sachs to clients: Don't sweat the global minimum tax https://t.co/p8XuqB1JvP https://t.co/cCO8iosPSx",FALSE,0,NA,2021-06-08 16:54:09,FALSE,NA,"1402307974782242816",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","inc_brands",0,FALSE,FALSE,NA,NA,"biden"
"RT @sahilkapur: NEW: The Senate just confirmed @JoeBiden's first judge.

https://t.co/OHuiObXQ6s",FALSE,0,NA,2021-06-08 16:54:09,FALSE,NA,"1402307974077501444",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amsparks_GA",25,TRUE,FALSE,NA,NA,"biden"
"RT @RealCandaceO: “In the United States, masks are a sign of tribal allegiance: a Biden/Harris t-shirt you can tie around your face.”

Hila…",FALSE,0,NA,2021-06-08 16:54:09,FALSE,NA,"1402307973494489090",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","san42bri",846,TRUE,FALSE,NA,NA,"biden"
"RT @SenSchumer: The Senate today will achieve an important milestone:

We will confirm the first of many judicial appointments during The B…",FALSE,0,NA,2021-06-08 16:54:08,FALSE,NA,"1402307972424945665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sreener",497,TRUE,FALSE,NA,NA,"biden"
"RT @reportersalles: Democrata Kamala Harris avisa ao povo da América Central: ""Não venham para os Estados Unidos. Se você aparecer em nossa…",FALSE,0,NA,2021-06-08 16:54:08,FALSE,NA,"1402307971955281932",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AderciBaldessar",819,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:54:08,FALSE,NA,"1402307971728748552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tatiana46852080",139,TRUE,FALSE,NA,NA,"biden"
"RT @_andreascott: The initial numbers are in for Biden's first defense budget — see who gained and who lost in the administration's first m…",FALSE,0,NA,2021-06-08 16:54:08,FALSE,NA,"1402307970105430019",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MSN100MS46",8,TRUE,FALSE,NA,NA,"biden"
"Imagínense, la nota de los propagandistas de Biden y adictos a la pandemia es que AMLO no tenía cubrebocas.

¡Son u… https://t.co/xhotvd5Eei",FALSE,0,NA,2021-06-08 16:54:08,TRUE,NA,"1402307970071937028",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sublevados_",0,FALSE,FALSE,NA,NA,"biden"
"@Wasps_n_Moths @SikkCaden Corporate taxes were 35% under Obama, 21% under Trump and is now Biden wants to raise it… https://t.co/NLCSafFMdS",FALSE,0,"Wasps_n_Moths",2021-06-08 16:54:08,TRUE,"1402307308563189765","1402307969551904771","1221520071987736578","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cyaesar",0,FALSE,FALSE,NA,NA,"biden"
"RT @TimRunsHisMouth: Kamala Harris in interviews is nearly as incoherent as Joe Biden, but with cackling added.",FALSE,0,NA,2021-06-08 16:54:08,FALSE,NA,"1402307968914182145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MXDforever",192,TRUE,FALSE,NA,NA,"biden"
